流水號	id	type	等級限制	需求人數	nextstage	monsterid	reward	stagebg	spine	scale	關卡地圖背景	關卡名稱
415	15	14	400	2	16	0,64_1_20005,64_1_20006,64_1_20012,64_1_20011,64_1_20017	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName015
416	16	14	400	2	17	0,65_1_20007,65_1_20014,65_1_20011,65_1_20012,65_1_20022	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName016
417	17	14	400	2	18	0,66_1_20018,66_1_20011,66_1_20001,66_1_20017,66_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName017
418	18	14	400	2	19	0,67_1_20019,67_1_20018,67_1_20019,67_1_20021,67_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName018
419	19	14	400	2	20	0,68_1_20004,68_1_20002,68_1_20001,68_1_20002,68_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName019
420	20	14	400	2	21	0,69_1_20010,69_1_20002,69_1_20016,69_1_20006,69_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName020
421	21	14	400	2	22	0,70_1_20016,70_1_20019,70_1_20012,70_1_20008,70_1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName021
422	22	14	400	2	23	0,71_1_20020,71_1_20012,71_1_20008,71_1_20013,71_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName022
423	23	14	400	2	24	0,72_1_20022,72_1_20011,72_1_20019,72_1_20015,72_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName023
424	24	14	400	2	25	0,73_1_20023,73_1_20001,73_1_20005,73_1_20008,73_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName024
425	25	14	400	2	26	0,74_1_20005,74_1_20019,74_1_20008,74_1_20009,74_1_20008	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName025
426	26	14	400	2	27	0,75_1_20007,75_1_20001,75_1_20008,75_1_20010,75_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_10000	1	battle_bg_022	@TowerName026
427	27	14	400	2	28	0,76_1_20018,76_1_20016,76_1_20017,76_1_20012,76_1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName027
428	28	14	400	2	29	0,77_1_20019,77_1_20012,77_1_20008,77_1_20003,77_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName028
429	29	14	400	2	30	0,78_1_20004,78_1_20008,78_1_20005,78_1_20009,78_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName029
430	30	14	400	2	31	0,79_1_20010,79_1_20019,79_1_20018,79_1_20011,79_1_20018	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName030
431	31	14	400	2	32	0,80_1_20016,80_1_20005,80_1_20006,80_1_20012,80_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName031
432	32	14	400	2	33	0,81_1.1_20020,81_1.1_20019,81_1.1_20014,81_1.1_20017,81_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName032
433	33	14	400	2	34	0,82_1.1_20022,82_1.1_20001,82_1.1_20001,82_1.1_20021,82_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName033
434	34	14	400	2	35	0,83_1.1_20023,83_1.1_20016,83_1.1_20019,83_1.1_20002,83_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName034
435	35	14	400	2	36	0,84_1.1_20005,84_1.1_20012,84_1.1_20001,84_1.1_20006,84_1.1_20001	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName035
436	36	14	400	2	37	0,85_1.1_20007,85_1.1_20008,85_1.1_20016,85_1.1_20008,85_1.1_20016	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName036
437	37	14	400	2	38	0,86_1.1_20018,86_1.1_20019,86_1.1_20012,86_1.1_20013,86_1.1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName037
438	38	14	400	2	39	0,87_1.1_20019,87_1.1_20005,87_1.1_20008,87_1.1_20015,87_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName038
439	39	14	400	2	40	0,88_1.1_20004,88_1.1_20008,88_1.1_20019,88_1.1_20008,88_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName039
440	40	14	400	2	41	0,89_1.1_20010,89_1.1_20008,89_1.1_20005,89_1.1_20011,89_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName040
441	41	14	400	2	42	0,90_1.1_20016,90_1.1_20017,90_1.1_20008,90_1.1_20018,90_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_18000	1	battle_bg_022	@TowerName041
442	42	14	400	2	43	0,91_1.1_20020,91_1.1_20008,91_1.1_20008,91_1.1_20022,91_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_22000	1	battle_bg_022	@TowerName042
443	43	14	400	2	44	0,92_1.1_20022,92_1.1_20015,92_1.1_20017,92_1.1_20024,92_1.1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_24000	1	battle_bg_022	@TowerName043
444	44	14	400	2	45	0,93_1.1_20023,93_1.1_20008,93_1.1_20008,93_1.1_20017,93_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName044
445	45	14	400	2	46	0,94_1.1_20005,94_1.1_20011,94_1.1_20005,94_1.1_20018,94_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_18000	1	battle_bg_015	@TowerName045
446	46	14	400	2	47	0,95_1.1_20007,95_1.1_20018,95_1.1_20018,95_1.1_20001,95_1.1_20018	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_01000	1	battle_bg_022	@TowerName046
447	47	14	400	2	48	0,96_1.1_20018,96_1.1_20022,96_1.1_20006,96_1.1_20002,96_1.1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName047
448	48	14	400	2	49	0,97_1.1_20019,97_1.1_20024,97_1.1_20014,97_1.1_20004,97_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_04000	1	battle_bg_022	@TowerName048
449	49	14	400	2	50	0,98_1.1_20004,98_1.1_20017,98_1.1_20001,98_1.1_20003,98_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName049
450	50	14	400	2	0	0,99_1.1_20010,99_1.1_20018,99_1.1_20019,99_1.1_20009,99_1.1_20019	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName050
