流水號	id	type	等級限制	需求人數	nextstage	monsterid	reward	stagebg	spine	scale	關卡地圖背景	關卡名稱
343	43	13	400	5	44	0,92_1.1_20022,92_1.1_20015,92_1.1_20017,92_1.1_20024,92_1.1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_24000	1	battle_bg_022	@TowerName043
344	44	13	400	5	45	0,93_1.1_20023,93_1.1_20008,93_1.1_20008,93_1.1_20017,93_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName044
345	45	13	400	5	46	0,94_1.1_20005,94_1.1_20011,94_1.1_20005,94_1.1_20018,94_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_18000	1	battle_bg_015	@TowerName045
346	46	13	400	5	47	0,95_1.1_20007,95_1.1_20018,95_1.1_20018,95_1.1_20001,95_1.1_20018	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_01000	1	battle_bg_022	@TowerName046
347	47	13	400	5	48	0,96_1.1_20018,96_1.1_20022,96_1.1_20006,96_1.1_20002,96_1.1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName047
348	48	13	400	5	49	0,97_1.1_20019,97_1.1_20024,97_1.1_20014,97_1.1_20004,97_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_04000	1	battle_bg_022	@TowerName048
349	49	13	400	5	50	0,98_1.1_20004,98_1.1_20017,98_1.1_20001,98_1.1_20003,98_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName049
350	50	13	400	5	0	0,99_1.1_20010,99_1.1_20018,99_1.1_20019,99_1.1_20009,99_1.1_20019	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName050
351	1	14	400	5	2	0,50_1_20005,50_1_20001,50_1_20002,50_1_20003,50_1_20004	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName001
352	2	14	400	5	3	0,51_1_20007,51_1_20019,51_1_20003,51_1_20009,51_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName002
353	3	14	400	5	4	0,52_1_20018,52_1_20001,52_1_20002,52_1_20011,52_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName003
354	4	14	400	5	5	0,53_1_20019,53_1_20016,53_1_20017,53_1_20012,53_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName004
355	5	14	400	5	6	0,54_1_20005,54_1_20012,54_1_20011,54_1_20017,54_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_17000	1	battle_bg_015	@TowerName005
356	6	14	400	5	7	0,55_1_20007,55_1_20008,55_1_20010,55_1_20011,55_1_20023	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_11000	1	battle_bg_022	@TowerName006
357	7	14	400	5	8	0,56_1_20018,56_1_20019,56_1_20001,56_1_20002,56_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName007
358	8	14	400	5	9	0,57_1_20019,57_1_20005,57_1_20001,57_1_20006,57_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName008
359	9	14	400	5	10	0,58_1_20004,58_1_20008,58_1_20001,58_1_20009,58_1_20002	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName009
360	10	14	400	5	11	0,59_1_20010,59_1_20008,59_1_20011,59_1_20013,59_1_20012	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_13000	1	battle_bg_015	@TowerName010
361	11	14	400	5	12	0,60_1_20016,60_1_20017,60_1_20018,60_1_20015,60_1_20013	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName011
362	12	14	400	5	13	0,61_1_20020,61_1_20008,61_1_20002,61_1_20008,61_1_20021	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_06000	1	battle_bg_022	@TowerName012
363	13	14	400	5	14	0,62_1_20022,62_1_20005,62_1_20002,62_1_20003,62_1_20015	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName013
364	14	14	400	5	15	0,63_1_20023,63_1_20018,63_1_20019,63_1_20009,63_1_20003	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName014
365	15	14	400	5	16	0,64_1_20005,64_1_20006,64_1_20012,64_1_20011,64_1_20017	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName015
366	16	14	400	5	17	0,65_1_20007,65_1_20014,65_1_20011,65_1_20012,65_1_20022	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName016
367	17	14	400	5	18	0,66_1_20018,66_1_20011,66_1_20001,66_1_20017,66_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName017
368	18	14	400	5	19	0,67_1_20019,67_1_20018,67_1_20019,67_1_20021,67_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName018
369	19	14	400	5	20	0,68_1_20004,68_1_20002,68_1_20001,68_1_20002,68_1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName019
370	20	14	400	5	21	0,69_1_20010,69_1_20002,69_1_20016,69_1_20006,69_1_20016	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName020
371	21	14	400	5	22	0,70_1_20016,70_1_20019,70_1_20012,70_1_20008,70_1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName021
372	22	14	400	5	23	0,71_1_20020,71_1_20012,71_1_20008,71_1_20013,71_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName022
373	23	14	400	5	24	0,72_1_20022,72_1_20011,72_1_20019,72_1_20015,72_1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName023
374	24	14	400	5	25	0,73_1_20023,73_1_20001,73_1_20005,73_1_20008,73_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName024
375	25	14	400	5	26	0,74_1_20005,74_1_20019,74_1_20008,74_1_20009,74_1_20008	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName025
376	26	14	400	5	27	0,75_1_20007,75_1_20001,75_1_20008,75_1_20010,75_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_10000	1	battle_bg_022	@TowerName026
377	27	14	400	5	28	0,76_1_20018,76_1_20016,76_1_20017,76_1_20012,76_1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName027
378	28	14	400	5	29	0,77_1_20019,77_1_20012,77_1_20008,77_1_20003,77_1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName028
379	29	14	400	5	30	0,78_1_20004,78_1_20008,78_1_20005,78_1_20009,78_1_20005	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_09000	1	battle_bg_022	@TowerName029
380	30	14	400	5	31	0,79_1_20010,79_1_20019,79_1_20018,79_1_20011,79_1_20018	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName030
381	31	14	400	5	32	0,80_1_20016,80_1_20005,80_1_20006,80_1_20012,80_1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_12000	1	battle_bg_022	@TowerName031
382	32	14	400	5	33	0,81_1.1_20020,81_1.1_20019,81_1.1_20014,81_1.1_20017,81_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName032
383	33	14	400	5	34	0,82_1.1_20022,82_1.1_20001,82_1.1_20001,82_1.1_20021,82_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_21000	1	battle_bg_022	@TowerName033
384	34	14	400	5	35	0,83_1.1_20023,83_1.1_20016,83_1.1_20019,83_1.1_20002,83_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName034
385	35	14	400	5	36	0,84_1.1_20005,84_1.1_20012,84_1.1_20001,84_1.1_20006,84_1.1_20001	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_06000	1	battle_bg_015	@TowerName035
386	36	14	400	5	37	0,85_1.1_20007,85_1.1_20008,85_1.1_20016,85_1.1_20008,85_1.1_20016	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName036
387	37	14	400	5	38	0,86_1.1_20018,86_1.1_20019,86_1.1_20012,86_1.1_20013,86_1.1_20012	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_13000	1	battle_bg_022	@TowerName037
388	38	14	400	5	39	0,87_1.1_20019,87_1.1_20005,87_1.1_20008,87_1.1_20015,87_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_15000	1	battle_bg_022	@TowerName038
389	39	14	400	5	40	0,88_1.1_20004,88_1.1_20008,88_1.1_20019,88_1.1_20008,88_1.1_20019	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_08000	1	battle_bg_022	@TowerName039
390	40	14	400	5	41	0,89_1.1_20010,89_1.1_20008,89_1.1_20005,89_1.1_20011,89_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_11000	1	battle_bg_015	@TowerName040
391	41	14	400	5	42	0,90_1.1_20016,90_1.1_20017,90_1.1_20008,90_1.1_20018,90_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_18000	1	battle_bg_022	@TowerName041
392	42	14	400	5	43	0,91_1.1_20020,91_1.1_20008,91_1.1_20008,91_1.1_20022,91_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_22000	1	battle_bg_022	@TowerName042
393	43	14	400	5	44	0,92_1.1_20022,92_1.1_20015,92_1.1_20017,92_1.1_20024,92_1.1_20017	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_24000	1	battle_bg_022	@TowerName043
394	44	14	400	5	45	0,93_1.1_20023,93_1.1_20008,93_1.1_20008,93_1.1_20017,93_1.1_20008	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_17000	1	battle_bg_022	@TowerName044
395	45	14	400	5	46	0,94_1.1_20005,94_1.1_20011,94_1.1_20005,94_1.1_20018,94_1.1_20005	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_18000	1	battle_bg_015	@TowerName045
396	46	14	400	5	47	0,95_1.1_20007,95_1.1_20018,95_1.1_20018,95_1.1_20001,95_1.1_20018	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_01000	1	battle_bg_022	@TowerName046
397	47	14	400	5	48	0,96_1.1_20018,96_1.1_20022,96_1.1_20006,96_1.1_20002,96_1.1_20006	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_02000	1	battle_bg_022	@TowerName047
398	48	14	400	5	49	0,97_1.1_20019,97_1.1_20024,97_1.1_20014,97_1.1_20004,97_1.1_20014	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_04000	1	battle_bg_022	@TowerName048
399	49	14	400	5	50	0,98_1.1_20004,98_1.1_20017,98_1.1_20001,98_1.1_20003,98_1.1_20001	10000_1001_10	BG/UI/Tower_img1.png	Spine/CharacterSpine,NG_03000	1	battle_bg_022	@TowerName049
400	50	14	400	5	0	0,99_1.1_20010,99_1.1_20018,99_1.1_20019,99_1.1_20009,99_1.1_20019	10000_1001_10	BG/UI/Tower_img2.png	Spine/CharacterSpine,NG_09000	1	battle_bg_015	@TowerName050
